word,day_of,hour_of,value
top,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
thrilled,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,5
relieved,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
threat,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
scared,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
scared,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
hugs,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
breathtaking,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,5
badly,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
cares,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
destroyed,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
chance,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
worse,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
devastating,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
hard,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
prominent,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
badly,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
cut,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
fresh,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,1
happy,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,3
saved,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
destroy,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
hurt,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
stop,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
anti,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
lame,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
war,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
care,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
nonsense,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
killing,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
cool,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,1
leave,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
damage,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
destroying,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-3
resign,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
top,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
alive,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,1
dirty,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
bully,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-2
exposed,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,-1
strong,2020-07-15T00:00:00Z,2020-07-15T19:00:00Z,2
blocks,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
bloody,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
lack,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
safe,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
god,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
faith,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
peace,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
peaceful,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
save,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
block,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
clears,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
denier,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
hoax,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
crazy,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
chance,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
winning,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,4
firing,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
wow,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,4
hard,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
dirty,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
damage,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
sentence,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
horrible,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
nasty,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
worse,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
proud,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
worse,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
leave,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
laughed,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
bother,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
feeling,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
lonely,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
crisis,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
worst,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
enemies,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
agree,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
carefully,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
arrogant,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
demands,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
loyalty,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
fair,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
fine,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
empty,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
block,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
free,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
dream,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
free,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
sweet,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
true,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
top,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
confused,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
wtf,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-4
resign,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
disappointing,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
dodgy,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
apology,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
apologising,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
war,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
crime,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
dirty,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
mercy,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
wishes,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
missed,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
barrier,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
drunk,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
cool,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
united,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
weird,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
weird,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
controversial,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
winning,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,4
dear,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
numb,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
hate,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
resigning,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
nice,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
escapes,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
excellent,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
granted,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
treason,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
god,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
clean,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
apology,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
controversial,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
bias,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
blame,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
abuse,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
woeful,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
inaction,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
losing,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
wow,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,4
sweet,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
apology,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
forget,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
won,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
ugly,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-3
lol,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
excited,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
strike,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
scared,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
safe,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,1
honest,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
poison,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
irony,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
trouble,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
revenge,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-2
strong,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,2
resign,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,-1
nice,2020-07-15T00:00:00Z,2020-07-15T20:00:00Z,3
worst,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
forget,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
support,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
doubt,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
growing,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
sad,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
enjoy,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
shitty,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
opportunity,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
entertaining,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
wow,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,4
attack,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
dirty,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
dead,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
challenge,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
remarkable,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
influential,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
promises,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
laugh,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
pity,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
desperate,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
resign,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
wishes,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
fit,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
helping,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
shit,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-4
mad,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
disregard,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
safety,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
scary,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
helping,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
mandatory,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
worst,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
likes,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
destroy,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
promoting,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
shame,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
stop,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
care,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
care,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
failure,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
poor,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
propaganda,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
risk,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
misinformation,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
dreadful,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
lol,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
shit,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-4
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
true,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
blame,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
complacent,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
supporters,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
misinformation,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
tragic,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
wtf,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-4
wonderful,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,4
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
cute,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
fail,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
crisis,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
positive,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
dumb,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
dead,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
crisis,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
consent,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
drunk,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
crime,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
kill,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
drunk,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
clean,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
worse,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
suspect,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
negative,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
lost,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
bad,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
resigned,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
falling,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
crazy,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
weird,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
win,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,4
pretty,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
faith,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
win,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,4
join,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
error,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
dear,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
advantage,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
disadvantage,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
supporters,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
love,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
fear,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
shame,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
ignorance,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
solid,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
racism,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
crap,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
easy,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
jesus,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
support,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
honest,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
united,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
strong,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
love,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
suffering,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
lol,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
war,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
peril,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
destroys,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-3
hide,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
disaster,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
cute,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
capable,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
trust,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
trust,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
vulnerability,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
healthy,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
conflict,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
shared,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
lucky,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
rewarded,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,2
share,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,1
stuck,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-2
celebrating,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,3
block,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
blocked,2020-07-15T00:00:00Z,2020-07-15T21:00:00Z,-1
top,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
thrilled,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,5
authority,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
hard,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
fantastic,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,4
win,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,4
mess,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
fucking,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-4
effective,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
importance,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
congratulations,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
promoted,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
loss,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
forgive,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
strong,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
decisive,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
wow,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,4
piss,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-4
destructive,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
bullying,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
propaganda,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
worth,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
trust,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
exciting,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,3
true,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
significance,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
fire,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
save,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
support,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
safe,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
crisis,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
dirty,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
happy,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,3
pay,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
cut,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
confuse,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
shit,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-4
humour,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
hate,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
fine,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
scandal,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
desperate,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
debt,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
increased,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
unemployment,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
cool,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
cleaner,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
love,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,3
top,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
outstanding,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,5
threat,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
supporters,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
nasty,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
embarrass,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
wrong,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
supporters,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
hail,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
disturbing,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
strong,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
strong,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
strong,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
stable,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
free,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
distracted,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
support,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
shocks,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
block,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
innovation,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
failure,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
justice,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
comedy,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
dirty,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
poor,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
lazy,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
embarrassing,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
poor,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
shared,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
criminal,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
shared,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
applauding,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
charges,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
hate,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-3
poor,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
care,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
ignore,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
deny,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
win,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,4
increase,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,1
chances,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
winning,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,4
scared,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
scared,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
resigned,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
happy,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,3
leak,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
forced,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
chaos,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
fair,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
chaos,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
fine,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
rejected,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-1
poisoned,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
congratulate,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,2
bothered,2020-07-15T00:00:00Z,2020-07-15T22:00:00Z,-2
